Date,Open,High,Low,Close
27-October-2021,24746.03,24781.52,24574.73,24623.63
28-October-2021,24610.79,24610.79,24080.73,24157.15
29-October-2021,24128.05,24274.17,23791.50,23990.09
1-November-2021,24110.76,24345.65,24027.66,24329.04
2-November-2021,24434.70,24440.12,24295.28,24347.04
3-November-2021,24440.53,24478.71,24185.24,24295.57
4-November-2021,24491.19,24491.19,24428.70,24447.15
8-November-2021,24567.55,24693.66,24340.89,24671.01
9-November-2021,24721.14,24766.45,24624.68,24705.58
10-November-2021,24669.17,24741.42,24578.90,24675.95
11-November-2021,24665.85,24665.98,24409.95,24504.51
12-November-2021,24641.36,24792.14,24532.97,24772.08
15-November-2021,24856.94,24902.17,24732.24,24781.53
16-November-2021,24825.72,24841.54,24627.94,24673.38
17-November-2021,24644.32,24733.96,24535.74,24565.69
18-November-2021,24581.02,24639.40,24228.33,24322.72
22-November-2021,24365.70,24378.94,23596.46,23804.33
23-November-2021,23653.55,24056.32,23554.24,24007.68
24-November-2021,24095.24,24152.63,23831.27,23907.84
25-November-2021,23940.95,24103.14,23811.46,24072.41
26-November-2021,23871.36,23871.52,23318.68,23359.67
29-November-2021,23237.11,23433.99,22881.93,23284.20
30-November-2021,23294.90,23688.28,23211.43,23276.88
1-December-2021,23403.35,23544.65,23345.55,23488.72
2-December-2021,23541.15,23807.14,23503.66,23786.00
3-December-2021,23830.52,23909.57,23579.48,23595.31
6-December-2021,23632.45,23633.49,23189.34,23212.63
7-December-2021,23368.08,23628.36,23317.70,23556.16
8-December-2021,23753.23,23955.70,23742.66,23934.89
9-December-2021,24031.03,24043.10,23858.19,24017.43
10-December-2021,23995.64,24083.12,23930.74,24061.35
13-December-2021,24204.77,24257.45,23906.13,23918.75
14-December-2021,23847.59,23920.60,23724.59,23875.89
15-December-2021,23892.51,23921.87,23706.10,23732.19
16-December-2021,23901.11,23928.31,23637.29,23712.24
17-December-2021,23742.29,23749.69,23273.96,23295.52
20-December-2021,23090.08,23092.73,22428.02,22704.35
21-December-2021,22881.68,23151.73,22837.93,22955.34
22-December-2021,23077.66,23263.18,23059.65,23244.27
23-December-2021,23389.77,23463.84,23356.63,23415.86
24-December-2021,23518.89,23530.70,23194.59,23285.09
27-December-2021,23238.45,23414.01,23052.80,23386.67
28-December-2021,23519.25,23629.09,23511.03,23607.19
29-December-2021,23626.31,23696.71,23559.70,23598.81
30-December-2021,23596.96,23654.58,23534.52,23565.31
31-December-2021,23614.42,23853.12,23609.13,23811.00
3-January-2022,23866.03,24168.00,23861.64,24140.23
4-January-2022,24232.12,24339.05,24084.05,24315.79
5-January-2022,24342.55,24467.61,24239.44,24441.21
6-January-2022,24275.01,24319.72,24133.14,24281.93
7-January-2022,24364.62,24485.49,24230.87,24374.89
10-January-2022,24494.35,24624.62,24461.90,24613.74
11-January-2022,24611.96,24715.63,24563.66,24674.81
12-January-2022,24836.70,24907.30,24780.81,24890.26
13-January-2022,24952.61,24989.27,24831.65,24971.32
14-January-2022,24917.58,25023.58,24815.72,24984.66
17-January-2022,25015.95,25091.26,24967.08,25063.83
18-January-2022,25136.16,25150.53,24698.14,24741.12
19-January-2022,24752.56,24757.22,24470.96,24577.97
20-January-2022,24579.01,24600.75,24274.41,24403.07
21-January-2022,24268.63,24296.33,23944.15,24115.31
24-January-2022,24111.12,24111.12,23165.23,23373.13
25-January-2022,23210.73,23600.26,22900.34,23568.15
27-January-2022,23392.76,23415.27,23023.58,23326.65
28-January-2022,23520.27,23756.07,23365.04,23393.90
31-January-2022,23668.13,23796.81,23618.35,23715.29
1-February-2022,23960.02,24054.75,23600.97,24023.95
2-February-2022,24185.29,24315.95,24156.62,24297.75
3-February-2022,24308.45,24309.28,23996.59,24045.74
4-February-2022,24091.86,24127.56,23906.06,23966.56
7-February-2022,23975.15,24032.27,23513.21,23630.03
8-February-2022,23716.20,23760.64,23343.84,23605.06
9-February-2022,23736.78,23873.73,23720.19,23861.29
10-February-2022,23978.75,24047.59,23790.84,24009.28
11-February-2022,23834.07,23834.07,23620.54,23662.95
14-February-2022,23124.18,23264.68,22844.17,22889.32
15-February-2022,23001.18,23555.87,22808.47,23531.37
16-February-2022,23648.94,23738.82,23453.24,23510.59
17-February-2022,23613.72,23674.18,23406.32,23477.59
18-February-2022,23346.63,23549.74,23346.51,23386.33
21-February-2022,23262.54,23417.43,23047.01,23204.19
22-February-2022,22689.23,23092.45,22675.07,23036.01
23-February-2022,23163.85,23257.95,23027.54,23064.73
24-February-2022,22370.88,22541.62,21857.13,21896.83
25-February-2022,22217.46,22648.88,22217.46,22551.93
28-February-2022,22376.88,22763.31,22142.64,22741.64
2-March-2022,22556.67,22672.25,22421.93,22566.75
3-March-2022,22788.26,22831.80,22404.63,22465.91
4-March-2022,22320.27,22371.26,21982.37,22087.93
7-March-2022,21685.08,21685.20,21361.69,21557.46
8-March-2022,21477.33,21808.30,21339.78,21782.62
9-March-2022,21965.33,22311.58,21816.53,22222.24
10-March-2022,22775.90,22775.97,22377.94,22547.08
11-March-2022,22499.16,22668.25,22412.48,22624.45
14-March-2022,22657.09,22863.11,22544.63,22839.21
15-March-2022,22904.61,22937.18,22455.11,22588.07
16-March-2022,22870.14,23026.17,22835.49,23009.72
17-March-2022,23287.96,23449.82,23272.49,23394.96
21-March-2022,23495.93,23509.84,23191.34,23206.20
22-March-2022,23234.03,23421.99,23036.14,23402.10
23-March-2022,23509.91,23574.52,23304.88,23351.65
24-March-2022,23233.13,23435.98,23214.80,23365.23
25-March-2022,23458.52,23470.70,23200.02,23296.05
28-March-2022,23347.36,23356.70,23083.97,23338.41
29-March-2022,23430.73,23497.75,23369.22,23483.28
30-March-2022,23631.54,23740.18,23582.19,23701.75
31-March-2022,23757.92,23803.16,23658.63,23695.01
1-April-2022,23718.54,24040.21,23689.91,24003.84
4-April-2022,24178.98,24493.50,24177.48,24476.57
5-April-2022,24585.63,24628.56,24443.83,24490.81
6-April-2022,24409.13,24485.68,24340.26,24389.26
7-April-2022,24368.38,24440.94,24160.95,24185.86
8-April-2022,24301.45,24475.93,24189.53,24412.79
11-April-2022,24434.77,24482.39,24336.19,24387.62
12-April-2022,24354.37,24354.37,23999.31,24134.50
13-April-2022,24275.48,24325.20,24076.14,24092.76
18-April-2022,23812.15,23826.09,23591.82,23757.85
19-April-2022,23879.75,23939.44,23272.39,23443.90
20-April-2022,23574.99,23729.43,23480.99,23644.32
21-April-2022,23809.81,23987.65,23768.46,23966.48
22-April-2022,23845.03,23903.98,23687.95,23715.18
25-April-2022,23525.52,23525.54,23290.78,23370.50
26-April-2022,23568.14,23755.48,23550.74,23729.00
27-April-2022,23597.37,23615.59,23388.07,23509.36
28-April-2022,23707.73,23840.32,23526.25,23759.49
29-April-2022,23874.59,23914.56,23490.03,23551.65
2-May-2022,23334.66,23499.01,23287.11,23475.81
4-May-2022,23551.71,23575.05,22855.27,22928.96
5-May-2022,23162.91,23269.02,22894.04,22942.07
6-May-2022,22602.85,22635.66,22426.67,22542.22
9-May-2022,22331.19,22451.24,22120.14,22299.34
10-May-2022,22252.75,22421.43,22032.45,22081.75
11-May-2022,22143.90,22234.61,21663.60,21950.02
12-May-2022,21790.63,21790.85,21343.16,21457.70
13-May-2022,21708.73,21883.06,21402.17,21458.89
16-May-2022,21572.61,21734.49,21406.40,21614.97
17-May-2022,21767.51,22211.31,21715.22,22181.67
18-May-2022,22308.16,22399.62,22136.33,22168.09
19-May-2022,21698.10,21790.90,21539.85,21589.01
20-May-2022,21891.51,22155.32,21874.90,22137.19
23-May-2022,22209.52,22315.40,22012.98,22043.78
24-May-2022,22083.14,22120.42,21842.91,21902.53
25-May-2022,21989.16,22018.60,21632.19,21653.37
26-May-2022,21745.64,21923.02,21432.20,21873.56
27-May-2022,22070.73,22130.14,21948.94,22112.99
30-May-2022,22345.71,22573.25,22339.89,22559.21
31-May-2022,22495.97,22643.95,22417.51,22497.64
1-June-2022,22513.78,22593.51,22312.54,22429.56
2-June-2022,22439.52,22579.88,22343.23,22563.52
3-June-2022,22732.02,22770.95,22402.24,22416.38
6-June-2022,22375.12,22423.87,22190.26,22380.34
7-June-2022,22292.04,22295.04,22117.29,22196.84
8-June-2022,22282.90,22331.08,22036.34,22121.61
9-June-2022,22012.64,22281.68,21969.60,22266.06
10-June-2022,22078.45,22079.13,21916.55,21953.51
13-June-2022,21553.28,21553.32,21279.22,21373.99
14-June-2022,21256.55,21515.44,21229.18,21321.37
15-June-2022,21359.99,21426.55,21295.36,21314.78
16-June-2022,21505.09,21549.51,20816.05,20851.33
17-June-2022,20739.97,20888.91,20563.81,20710.01
20-June-2022,20748.62,20790.15,20482.98,20630.52
21-June-2022,20760.81,21151.57,20744.72,21097.67
22-June-2022,21006.29,21009.95,20758.45,20785.24
23-June-2022,20846.96,21080.30,20746.20,20998.55
24-June-2022,21150.35,21247.14,21106.68,21223.98
27-June-2022,21496.84,21514.69,21401.53,21415.97
28-June-2022,21334.91,21482.34,21243.25,21453.26
29-June-2022,21265.45,21447.88,21238.91,21380.99
30-June-2022,21359.03,21500.25,21281.67,21324.54
1-July-2022,21284.32,21385.40,21018.58,21340.25
4-July-2022,21348.26,21484.37,21252.05,21464.12
5-July-2022,21570.69,21714.72,21414.31,21445.92
6-July-2022,21473.49,21746.80,21422.31,21719.59
7-July-2022,21869.94,21947.68,21807.01,21929.42
8-July-2022,22077.13,22090.60,21940.11,22028.14
11-July-2022,21973.42,22159.03,21925.06,22123.36
12-July-2022,22066.90,22099.66,21928.44,21955.57
13-July-2022,22074.50,22088.47,21851.09,21869.74
14-July-2022,21939.81,21979.27,21695.13,21830.49
15-July-2022,21922.08,21990.28,21822.59,21971.45
18-July-2022,22103.14,22289.48,22100.14,22277.59
19-July-2022,22201.21,22407.53,22187.75,22383.95
20-July-2022,22632.06,22667.57,22522.82,22558.20
21-July-2022,22574.96,22755.31,22527.39,22734.07
22-July-2022,22804.06,22864.55,22719.85,22828.47
25-July-2022,22795.73,22828.11,22665.11,22739.17
26-July-2022,22761.15,22761.15,22490.63,22514.59
27-July-2022,22515.92,22730.28,22459.04,22718.33
28-July-2022,22865.04,23066.41,22831.99,23047.50
29-July-2022,23208.96,23376.50,23185.72,23359.64
1-August-2022,23472.33,23667.46,23362.49,23649.80
2-August-2022,23636.12,23739.21,23523.60,23685.51
3-August-2022,23707.54,23746.45,23499.53,23696.30
4-August-2022,23790.07,23856.48,23403.31,23721.33
5-August-2022,23773.09,23853.59,23699.42,23731.67
8-August-2022,23755.05,23918.06,23688.13,23888.77
10-August-2022,23947.62,23954.61,23783.86,23885.71
11-August-2022,24069.66,24117.12,24027.21,24063.88
12-August-2022,24060.58,24171.13,24013.66,24136.40
16-August-2022,24224.86,24367.17,24224.43,24357.79
17-August-2022,24410.88,24547.90,24402.88,24520.68
18-August-2022,24483.43,24578.04,24437.62,24560.74
19-August-2022,24593.78,24629.69,24253.96,24299.20
22-August-2022,24200.42,24204.30,23895.34,23925.67
23-August-2022,23713.23,24126.93,23705.45,24065.79
24-August-2022,24022.36,24160.27,23976.50,24135.99
25-August-2022,24215.48,24319.02,24036.50,24074.38
26-August-2022,24185.30,24299.86,24097.71,24141.17
29-August-2022,23474.94,23941.06,23474.66,23872.06
30-August-2022,23992.12,24457.48,23988.60,24437.22
1-September-2022,24183.96,24410.30,24145.68,24249.54
2-September-2022,24337.11,24397.13,24207.90,24232.24
5-September-2022,24246.32,24405.29,24246.32,24376.10
6-September-2022,24416.07,24521.39,24306.61,24411.21
7-September-2022,24281.63,24444.13,24253.81,24418.89
8-September-2022,24554.63,24624.66,24491.22,24608.47
9-September-2022,24734.43,24780.85,24590.38,24652.61
12-September-2022,24704.36,24865.64,24704.35,24829.36
13-September-2022,24943.72,25005.84,24926.65,24977.96
14-September-2022,24540.47,25006.00,24535.87,24914.38
15-September-2022,24976.87,25066.46,24783.65,24837.17
16-September-2022,24740.75,24773.89,24226.39,24304.61
19-September-2022,24290.37,24462.01,24125.10,24375.52
20-September-2022,24536.17,24795.01,24536.17,24653.70
21-September-2022,24598.38,24734.16,24421.08,24485.29
22-September-2022,24351.33,24531.04,24271.45,24448.88
23-September-2022,24419.00,24487.26,23969.30,24005.32
26-September-2022,23771.56,23801.88,23390.20,23472.28
27-September-2022,23546.02,23710.85,23357.65,23475.47
28-September-2022,23323.12,23540.65,23240.13,23303.45
29-September-2022,23475.90,23567.34,23223.75,23278.09
30-September-2022,23211.25,23720.19,23141.62,23642.46
3-October-2022,23631.29,23682.25,23252.98,23337.18
4-October-2022,23640.53,23869.02,23640.43,23857.67
6-October-2022,23968.93,24102.29,23968.93,23996.95
7-October-2022,23955.47,23995.86,23819.11,23966.56
10-October-2022,23665.55,23890.34,23618.05,23833.57
11-October-2022,23860.11,23870.05,23427.69,23465.25
12-October-2022,23515.29,23662.08,23396.55,23638.84
13-October-2022,23611.97,23643.49,23407.91,23481.48
14-October-2022,23816.52,23886.47,23601.41,23619.49
17-October-2022,23545.60,23786.03,23461.85,23767.06
18-October-2022,23889.23,24025.51,23889.23,24001.20
19-October-2022,24078.29,24155.14,23974.11,24018.56
20-October-2022,23914.57,24116.53,23877.90,24088.67
21-October-2022,24143.24,24201.29,23976.78,24048.58
24-October-2022,24243.56,24312.95,24212.94,24233.63
25-October-2022,24276.15,24301.08,24151.47,24169.68
27-October-2022,24251.93,24350.75,24193.17,24302.80
28-October-2022,24303.88,24380.16,24223.88,24300.48
31-October-2022,24390.94,24606.03,24390.94,24589.55
1-November-2022,24675.48,24790.44,24656.11,24778.23
2-November-2022,24780.86,24808.18,24674.02,24713.33
3-November-2022,24560.08,24751.94,24553.37,24699.03
4-November-2022,24669.48,24787.80,24648.71,24768.89
7-November-2022,24854.33,24951.94,24729.38,24902.62
9-November-2022,24947.12,24998.37,24780.33,24830.42
10-November-2022,24673.57,24758.72,24545.33,24630.73
11-November-2022,24890.30,24978.28,24890.30,24959.57
14-November-2022,24952.90,25010.05,24925.32,24956.89
15-November-2022,24951.65,25045.13,24886.43,25021.62
16-November-2022,24976.65,25045.20,24880.87,24966.66
17-November-2022,24905.21,24963.16,24826.48,24860.84
18-November-2022,24898.44,24936.91,24667.40,24788.61
21-November-2022,24715.39,24721.76,24595.01,24627.77
22-November-2022,24623.38,24727.10,24604.09,24715.51
23-November-2022,24814.13,24816.89,24737.02,24760.12
24-November-2022,24807.62,25026.82,24807.62,24990.95
25-November-2022,25011.49,25083.32,24971.14,25054.44
28-November-2022,24974.17,25202.11,24963.44,25150.52
29-November-2022,25108.81,25266.35,25108.75,25191.27
30-November-2022,25215.82,25479.82,25205.12,25406.76
1-December-2022,25503.75,25554.25,25449.45,25497.09
2-December-2022,25420.74,25464.80,25344.24,25429.03
5-December-2022,25443.65,25470.75,25300.59,25433.61
6-December-2022,25308.60,25387.85,25301.90,25362.52
7-December-2022,25365.07,25415.32,25232.55,25268.60
8-December-2022,25304.75,25359.28,25268.33,25343.58
9-December-2022,25401.31,25431.80,25047.88,25184.10
12-December-2022,25066.03,25218.07,24986.17,25201.07
13-December-2022,25270.74,25334.97,25209.24,25318.96
14-December-2022,25376.60,25457.88,25376.32,25416.42
15-December-2022,25378.09,25425.78,25094.01,25127.88
16-December-2022,25007.40,25155.23,24883.28,24894.88
19-December-2022,24911.92,25098.20,24853.69,25084.56
20-December-2022,25022.61,25062.28,24811.59,25036.01
21-December-2022,25127.21,25177.09,24680.21,24723.71
22-December-2022,24778.32,24891.01,24475.26,24566.74
23-December-2022,24301.77,24433.34,23913.81,23955.55
26-December-2022,23882.48,24440.00,23865.88,24353.57
27-December-2022,24492.53,24570.80,24331.05,24547.30
28-December-2022,24518.76,24630.88,24467.30,24576.49
29-December-2022,24477.71,24699.86,24376.60,24660.88
30-December-2022,24756.73,24815.72,24571.72,24605.78
2-January-2023,24643.05,24740.76,24580.08,24722.04
3-January-2023,24708.00,24801.94,24685.39,24775.92
4-January-2023,24777.42,24797.02,24486.99,24511.44
5-January-2023,24585.25,24617.27,24342.22,24496.75
6-January-2023,24503.82,24547.73,24239.21,24317.56
9-January-2023,24431.87,24637.09,24431.87,24602.37
10-January-2023,24625.54,24627.01,24305.75,24401.13
11-January-2023,24418.90,24481.31,24296.33,24368.16
12-January-2023,24386.24,24437.98,24212.73,24331.33
13-January-2023,24363.01,24477.30,24232.21,24436.73
16-January-2023,24510.09,24555.55,24327.52,24373.28
17-January-2023,24391.40,24536.96,24356.06,24518.73
18-January-2023,24546.09,24652.39,24492.93,24631.79
19-January-2023,24568.55,24614.47,24508.38,24560.65
20-January-2023,24559.92,24597.39,24429.78,24444.81
23-January-2023,24518.90,24576.60,24480.39,24532.98
24-January-2023,24588.14,24624.42,24473.05,24505.22
25-January-2023,24448.66,24467.95,24127.58,24164.16
27-January-2023,24127.18,24137.25,23541.01,23688.98
30-January-2023,23541.48,23816.00,23369.49,23647.14
31-January-2023,23724.47,23821.16,23551.95,23778.46
1-February-2023,23936.90,24124.77,23284.33,23629.77
2-February-2023,23532.87,23697.40,23406.63,23620.09
3-February-2023,23706.66,23826.48,23469.70,23812.75
6-February-2023,23793.41,23794.26,23668.65,23765.52
7-February-2023,23754.30,23823.16,23628.24,23710.99
8-February-2023,23735.83,23938.16,23733.45,23908.58
9-February-2023,23921.00,23948.34,23796.02,23908.86
10-February-2023,23854.22,23910.64,23812.70,23880.00
13-February-2023,23861.46,23892.07,23665.62,23700.00
14-February-2023,23721.27,23839.89,23670.27,23807.95
15-February-2023,23782.96,23941.23,23740.51,23916.38
16-February-2023,24003.80,24074.56,23955.28,23991.92
17-February-2023,23889.95,23980.61,23809.83,23863.44
20-February-2023,23881.07,23918.77,23734.18,23761.29
21-February-2023,23790.72,23849.57,23695.57,23724.19
22-February-2023,23616.89,23640.23,23345.76,23382.96
23-February-2023,23384.55,23446.26,23222.97,23333.04
24-February-2023,23405.54,23442.49,23219.64,23268.45
27-February-2023,23210.63,23215.33,23004.17,23135.15
28-February-2023,23140.21,23190.29,23021.07,23084.79
1-March-2023,23129.01,23333.41,23127.17,23316.04
2-March-2023,23286.62,23324.45,23181.17,23196.45
3-March-2023,23319.64,23555.78,23319.56,23496.20
6-March-2023,23571.44,23762.12,23570.32,23665.32
8-March-2023,23566.28,23752.25,23525.87,23734.54
9-March-2023,23782.13,23785.16,23531.20,23554.35
10-March-2023,23367.98,23373.41,23218.65,23353.35
13-March-2023,23299.09,23473.22,22948.38,22998.15
14-March-2023,22968.57,23067.53,22767.01,22848.21
15-March-2023,22979.56,23058.58,22750.00,22781.17
16-March-2023,22751.79,22891.44,22578.59,22805.76
17-March-2023,22952.70,23015.91,22801.22,22944.86
20-March-2023,22842.40,22867.09,22592.37,22778.79
21-March-2023,22878.66,22954.68,22816.42,22928.88
22-March-2023,22995.90,23064.73,22963.16,23003.85
23-March-2023,22949.19,23055.22,22893.90,22913.80
24-March-2023,22910.34,22961.02,22679.53,22716.65
27-March-2023,22717.73,22825.04,22648.64,22686.98
28-March-2023,22712.98,22749.79,22556.39,22608.39
29-March-2023,22574.03,22869.51,22573.31,22822.89
31-March-2023,22915.72,23190.43,22915.72,23160.01
3-April-2023,23225.17,23244.35,23134.13,23226.81
5-April-2023,23214.15,23413.63,23214.15,23397.11
6-April-2023,23371.96,23515.50,23337.94,23475.05
10-April-2023,23494.48,23592.79,23491.20,23526.36
11-April-2023,23589.34,23691.33,23564.75,23652.45
12-April-2023,23665.44,23781.14,23659.27,23768.47
13-April-2023,23762.58,23805.92,23679.65,23789.46
17-April-2023,23753.37,23761.19,23533.06,23706.00
18-April-2023,23726.87,23778.82,23626.67,23693.71
19-April-2023,23696.36,23707.16,23596.15,23629.61
20-April-2023,23631.06,23710.25,23599.00,23638.12
21-April-2023,23615.37,23685.49,23526.56,23611.55
24-April-2023,23663.52,23758.88,23610.97,23745.87
25-April-2023,23781.06,23830.46,23729.33,23787.08
26-April-2023,23762.26,23868.69,23734.65,23851.41
27-April-2023,23855.45,23998.40,23849.49,23983.88
28-April-2023,24011.35,24239.64,23987.72,24209.37
2-May-2023,24273.81,24388.67,24269.61,24344.14
3-May-2023,24295.16,24351.27,24250.39,24304.65
4-May-2023,24327.21,24524.21,24288.93,24506.33
5-May-2023,24368.06,24491.83,24287.40,24306.42
8-May-2023,24334.75,24563.57,24334.66,24543.58
9-May-2023,24575.14,24660.76,24490.82,24528.82
10-May-2023,24558.50,24614.20,24454.50,24603.76
11-May-2023,24672.44,24688.83,24598.91,24631.35
12-May-2023,24618.85,24667.46,24502.97,24622.46
15-May-2023,24641.26,24801.82,24600.51,24733.55
16-May-2023,24781.63,24802.82,24612.17,24639.78
17-May-2023,24642.52,24665.37,24444.81,24536.52
18-May-2023,24650.25,24673.55,24410.92,24429.35
19-May-2023,24456.86,24522.89,24302.28,24504.07
22-May-2023,24468.07,24678.06,24468.02,24655.58
23-May-2023,24714.83,24802.32,24696.28,24716.45
24-May-2023,24681.15,24795.79,24641.39,24673.29
25-May-2023,24647.12,24758.94,24610.29,24739.67
26-May-2023,24763.41,24975.96,24760.72,24962.81
29-May-2023,25055.11,25134.58,25055.11,25080.82
30-May-2023,25074.05,25150.32,25049.67,25109.52
31-May-2023,25068.47,25093.59,24963.55,25059.67
1-June-2023,25090.70,25146.90,25020.92,25042.42
2-June-2023,25110.95,25168.97,25070.69,25122.99
5-June-2023,25196.66,25262.93,25193.03,25201.20
6-June-2023,25200.45,25256.35,25134.20,25233.59
7-June-2023,25283.98,25447.95,25283.97,25431.10
8-June-2023,25451.18,25500.81,25278.11,25296.57
9-June-2023,25302.54,25359.40,25210.97,25224.55
12-June-2023,25242.51,25329.43,25221.35,25302.89
13-June-2023,25329.03,25506.74,25329.02,25496.65
14-June-2023,25504.37,25562.86,25472.88,25549.04
15-June-2023,25536.11,25635.23,25476.79,25502.55
16-June-2023,25528.41,25744.31,25527.89,25698.79
19-June-2023,25738.40,25800.28,25598.09,25631.66
20-June-2023,25634.74,25749.76,25538.53,25716.36
21-June-2023,25776.39,25846.24,25728.74,25789.55
22-June-2023,25813.00,25817.83,25605.12,25621.85
23-June-2023,25585.68,25596.18,25398.63,25419.56
26-June-2023,25392.29,25527.70,25392.29,25506.62
27-June-2023,25564.83,25673.97,25564.83,25660.64
28-June-2023,25747.06,25866.11,25736.27,25841.24
30-June-2023,25878.04,26092.65,25877.86,26078.65
3-July-2023,26132.03,26255.73,26132.03,26230.37
4-July-2023,26315.38,26350.00,26194.29,26278.33
5-July-2023,26293.53,26365.18,26254.77,26343.66
6-July-2023,26341.47,26509.62,26323.18,26497.12
7-July-2023,26429.91,26533.71,26261.45,26294.33
10-July-2023,26357.61,26378.93,26239.06,26276.81
11-July-2023,26349.56,26503.03,26348.93,26422.79
12-July-2023,26472.02,26506.23,26389.68,26408.00
13-July-2023,26495.21,26624.55,26346.76,26391.97
14-July-2023,26476.16,26642.92,26438.12,26612.59
17-July-2023,26639.00,26799.95,26638.93,26780.18
18-July-2023,26846.38,26889.89,26702.13,26786.23
19-July-2023,26823.97,26928.28,26795.96,26910.77
20-July-2023,26920.00,27061.06,26849.93,27045.09
21-July-2023,26858.12,26958.81,26775.48,26816.71
24-July-2023,26810.19,26892.26,26737.18,26758.33
25-July-2023,26810.14,26837.04,26712.22,26808.31
26-July-2023,26850.26,26993.90,26849.17,26934.87
27-July-2023,26994.22,27066.39,26775.05,26851.51
28-July-2023,26865.08,26912.88,26786.10,26893.17
31-July-2023,26907.48,27091.34,26881.22,27069.01
1-August-2023,27082.07,27137.43,27019.31,27054.60
2-August-2023,26961.27,26991.50,26592.81,26752.71
3-August-2023,26671.57,26782.34,26489.35,26617.02
4-August-2023,26711.68,26839.66,26711.53,26800.55
7-August-2023,26711.68,26839.66,26711.53,26800.55
8-August-2023,26942.18,26956.17,26795.69,26888.29
9-August-2023,26889.46,26987.79,26781.44,26969.85
10-August-2023,26971.36,26991.59,26814.96,26875.85
11-August-2023,26915.04,26916.95,26726.11,26747.06
14-August-2023,26669.85,26739.55,26436.80,26692.04
16-August-2023,26615.99,26767.09,26552.31,26740.32
17-August-2023,26730.34,26768.94,26627.74,26655.59
18-August-2023,26613.03,26661.52,26533.25,26584.59
21-August-2023,26563.74,26769.54,26563.72,26735.62
22-August-2023,26778.10,26855.92,26768.58,26821.65
23-August-2023,26875.40,26943.59,26835.38,26892.81
24-August-2023,27008.15,27093.20,26833.29,26858.29
25-August-2023,26784.44,26821.08,26632.52,26690.68
